267,-19.3,2.27,3.08,0.81,2.38,8
268,-21.1,2,2.96,0.76,2.25,8
269,-21.2,2.43,3.02,0.71,1.88,8
270,-21.6,2.14,2.93,0.72,2.63,8
271,-21.7,2.1,3.14,0.83,3.75,8
272,-20.7,2.14,3.1,0.8,3.63,8
273,-21.8,1.87,3.24,0.9,2.38,8
274,-22.7,2.36,2.83,0.63,3.63,8
275,-22.1,2.34,3.03,0.73,3.75,8
276,-20.9,2.08,3.21,0.7,1.75,8
277,-23.2,2.16,2.96,0.69,1.75,8
278,-24.7,2.27,3.07,0.8,1.88,8
279,-25,2.14,2.97,0.83,3.13,8
280,-25.1,2.09,3.05,0.78,3.63,8
281,-25.1,2.25,3.26,0.81,3.13,8
282,-26.6,2.33,3.05,0.77,2.5,8
283,-29.3,2.43,3.18,0.92,1.25,8
284,-29.9,2.47,3.28,0.93,2.13,7.75
285,-30.3,2.3,3.13,0.92,2.38,6.94
286,-34.2,2.33,3.34,1.02,0.88,5.44
287,-35.7,2.24,3.42,1.16,0.13,4.5
288,-37,2.34,3.29,1.11,0,3.31
289,-38.3,2.15,3.63,1.33,0,2.75
290,-38.3,2.47,3.54,1.35,0,2
291,-38.3,2.2,4.54,1.4,0,1.69
292,-38.6,1.75,4.83,1.09,0,3.31
293,-39.4,2.73,4.84,1.23,0,1.69
294,-40,1.64,5.14,1.35,0,1.31
295,-38.9,2.16,4.84,1.07,0,3.44
296,-38.5,3.28,4.94,1.04,0,8
297,-37.1,3.76,4.98,0.79,0,7.63
298,-37.7,2.9,4.76,0.83,0,8
299,-38.3,3.03,4.86,0.83,0,8
300,-36.6,3.57,4.86,0.82,0,7.69
301,-37.2,2.86,5.04,0.97,0,8
302,-36.3,3.49,4.82,0.91,0.38,8
303,-34.5,3.4,4.55,0.9,0.5,8
304,-34.4,2.29,4.57,0.96,0.13,8
305,-33.5,3.19,4.5,0.8,0,8
306,-35,3.52,4.69,0.93,0,8
307,-33.2,3.21,4.81,0.91,0,8
308,-31.8,3.88,4.65,0.79,0,8
309,-30,3.05,4.84,0.86,0,8
310,-31.4,3.81,4.82,0.87,0,8
311,-31.6,3.6,4.76,0.94,0,8
312,-29.8,3.74,4.65,0.86,0,8
313,-27.9,3.77,4.83,0.88,0,8
314,-27.9,3.77,4.98,0.92,0.38,8
315,-26.4,3.82,4.75,0.86,0.5,8
316,-25.7,3.75,4.82,0.84,0.13,7.81
317,-25.4,3.98,4.84,0.83,0,6.81
318,-25.4,3.92,5.08,0.85,0.88,5.75
319,-23,3.87,5.04,0.98,1.38,4.56
320,-20.3,3.93,4.81,0.94,0.63,3.69
321,-18.5,3.75,4.87,0.89,0.13,2.63
322,-17.1,4.01,4.75,0.89,0,1.56
323,-29.2,3.37,4.72,0.75,0,1.13
324,-42.3,1.89,4.06,0.7,0,4.31
325,-44.7,1.8,4.01,0.84,0,5.25
326,-43.1,2.91,3.98,0.51,0.25,4.38
327,-42.6,3.3,4.07,0.55,0.5,3.75
328,-43.4,2.62,4.15,0.59,0.25,2.75
329,-45.7,1.83,4.36,0.99,0,1.63
330,-46.1,1.34,4.29,0.88,0.38,2.19
331,-39.4,2.95,4.28,0.91,0.5,4.31
332,-45.9,1.93,4.38,1.27,0.13,1.63
333,-38.6,2.89,4.41,0.61,0.38,3.13
334,-35,2.91,4.17,0.52,1.5,1.5
335,-36.2,3.66,4.4,0.56,2.13,3.31
336,-32.2,3.47,4.27,0.55,1.25,5.88
337,-30,4.07,4.34,0.52,0.5,5.5
338,-38.2,2.48,4.4,0.72,0.25,4.38
339,-36,3.42,4.39,0.71,0.75,4
340,-32,4,4.42,0.66,1.88,2.38
341,-33,4.05,4.34,0.54,1.75,2.31
342,-43.2,1.73,4.5,1.14,0.63,1.94
343,-42,1.52,4.9,1.09,0,1.31
344,-38.6,1.42,5.49,0.96,0,3.25
345,-35.2,2.95,5.37,0.92,0,2.56
346,-36.1,3.58,5.07,0.92,0,1.56
347,-34,3.53,4.99,0.96,0,3.06
